Ticker,Volume,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Sector,Last,1-Year Beta,Basic EPS (FY),EBITDA (TTM),Goodwill,Industry,Last Year Revenue (FY),Net Debt (MRQ),Net Income (FY),Net Margin (TTM),Quick Ratio (MRQ),Return on Assets (TTM),Return on Equity (TTM),Return on Invested Capital (TTM),Revenue per Employee (TTM),Total Debt (MRQ),Total Revenue (FY),YTD Performance,Yearly Performance,Number of Employees,Gross Margin (TTM),Gross Profit (FY),Gross Profit (MRQ),Monthly Performance,Total Assets (MRQ),Total Current Assets (MRQ),Total Shares Outstanding (MRQ)
SOLARINDS,44054,93146000000,32.22195783,31.9394,Process Industries,1030.55,0.47360504,28.9104,4868900000,0,Industrial Specialties,24615700000,4525500000,2616100000,12.24328996,,13.03338485,24.55076641,21.4566479,,5391600000,24615700000,-2.81039279,-10.48425624,,32.74069744,7617500000,1889000000,7.5393938,23789800000,9212600000,90490100
TIINDIA,615652,92678700000,30.40233477,16.3102,Consumer Durables,504.95001,1.2071254,16.313,5784900000,3092200000,Motor Vehicles,47503900000,2347800000,3063400000,6.44852317,0.66196278,9.42455251,19.09133402,18.11028277,14386402.18049667,4142399999.999999,47503900000,4.84842183,31.18992547,3302,27.25207825,7477400000,2715000000,19.79834164,30908400000,13617000000,187875000
CUB,2148964,91464400000,19.45141066,6.4848,Finance,123.85,1.1043088,6.48,,,Regional Banks,48485490000,-26892446000,4763155000,9.82387721,,1.00284948,9.3977258,7.51783593,,20324031000,48485490000,-47.06133789,-37.7794524,,,,,-2.5570417,497335331000,47216477000,737319000
PHOENIXLTD,71569,89792400000,26.87643454,21.8218,Finance,585.09998,0.905092,21.82,9647254000,3710695000,Real Estate Development,19411371000,38051358000,3347311000,17.24407307,0.4746424,3.23704237,9.32074277,4.77514665,,41075104000,19411371000,-29.73460154,-9.85286357,,70.68628486,13721177000,2934138000,-3.24927987,105473666000,17363006000,153465000
THERMAX,25097,88568700000,39.26463057,18.8694,Producer Manufacturing,745.65002,0.5874155,18.87,4061800000,353100000,Industrial Machinery,57313100000,-10806300000,2124500000,3.70683142,1.26405535,3.33102589,7.03221845,6.95343376,,2115400000,57313100000,-31.12414373,-28.28564366,,30.18454769,17299700000,4216600000.000001,-0.83122753,59558900000,39772800000,119156000
SJVN,647735,88224000000,5.31511932,4.2238,Utilities,22.6,0.4096711,4.23,20244300000,,Electric Utilities,26967100000,-3386800000,16556400000.000002,61.39481071,3.60213463,10.80221611,14.38291813,12.28719549,,19967000000,26967100000,-11.19843178,-12.90944459,,60.82745271,16403400000.000002,2355500000,5.85480094,156800600000,36033400000,3929800000
BBTC,327614,86440400000,14.44677174,85.7458,Producer Manufacturing,1265.65,1.3377154,85.7458,17524223000,10220570000,Industrial Conglomerates,117589902000,7084632000,5982650000,5.03146832,1.04667925,5.65971961,12.13763044,10.77778063,16402552.93625331,20460296000,117589902000,21.82010684,39.80448625,7169,33.76711394,30586986000,9747228000,19.69453376,113574009000,41424092000,69771900
GODREJAGRO,176930,86258200000,28.20845721,15.9438,Process Industries,449.20001,0.9130159,15.9442,4884800000,2648800000,Agricultural Commodities/Milling,69506900000,6125900000,3061900000,4.39658589,0.52682062,6.85453314,17.56062309,16.93890366,10561753.53289774,6634000000,69506900000,-13.10571597,-8.95824501,6581,15.59238603,7017100000,2996000000,4.75746746,47000400000,21323500000,192069000
RBLBANK,28970741,86251900000,15.35778986,11.211,Finance,174.7,1.7464576,11.0405,,406776000,Major Banks,106966773000,186802705000,5001821000,4.67602595,,0.59057637,5.52693752,1.63920861,7540305.44198506,250959395000,106966773000,-49.34029435,-72.11937351,14186,,,,3.43399073,889834600000,96329651000,508711000
ASTRAZEN,79045,84347500000,116.80919572,28.883,Health Technology,3367.55,0.46616396,28.88,1206930000,,Pharmaceuticals: Major,8318091000,-2406754000,722109000,8.68119861,1.1525969,11.37878523,21.7098829,21.41056011,,118411000,8318091000,28.69945239,67.28180418,,35.01881622,2912895000,493857000,3.05881678,7063616000,5423215000,25000000
NAVINFLUOR,68297,84324200000,20.66032089,82.5839,Process Industries,1715.8,0.79892516,82.6,2634854000,877641000,Chemicals: Specialty,10615533000,-3498883000,4085856000,38.48940981,3.53085707,27.68790431,32.8891849,,,14025000,10615533000,70.39574954,165.07029608,,38.61872032,4099582999.999999,1046585000,7.59053143,16285295000,7835879000,49471500
AKZOINDIA,17270,83919400000,35.34595876,52.1276,Process Industries,1844.4,0.5615373,52.13,3791700000,,Industrial Specialties,26618100000,-5722400000,2374600000,8.92099737,1.18862032,10.73580939,20.0032853,19.5418616,,642900000,26618100000,-6.43025645,6.23811992,,33.23077154,8845300000,1836200000,-0.73998332,23258000000,15503000000,45540300
SUNDRMFAST,70599,81876500000,25.22228265,15.4645,Producer Manufacturing,395.25,0.9808161,15.46,5929000000,33400000,Miscellaneous Manufacturing,37232300000,8276200000.000001,3248900000,8.72602552,0.73959628,8.95040897,16.80803127,14.26153985,,8760300000,37232300000,-20.95790263,-14.57748185,,42.78113359,15928400000,3565200000,4.64654211,35500100000,13551600000,210128370
CESC,211691,80846500000,6.21348182,98.2219,Utilities,602.75,0.8652066,98.2256,28720000000,0,Electric Utilities,109622200000,124634600000,13020500000,11.82131832,0.63376298,3.7833601,13.99957422,6.6991665,8771179.38870219,142694300000,109622200000,-18.19353852,-22.17559716,12498,31.05138914,28885800000,7150000000,0.29952408,348673900000,50031200000,132556999.99999999
IIFLWAM,14157,80656400000,40.75240507,23.3221,Finance,941.5,1.0915885,23.37,3221129000,1878510000,Investment Managers,14943828000,76948354000,2011639000,12.62692345,,1.76451882,6.81690211,2.21420274,,88735401000,14943828000,-16.96432509,,,51.38459974,8197271000.000001,1708392000,-5.71800332,130207816000,,87186700
ZYDUSWELL,69868,80441400000,56.78655142,24.5736,Consumer Non-Durables,1431.7,0.7288332,24.58,2796900000,39200200000,Food: Meat/Fish/Dairy,17668200000,13270000000,1417200000,8.02119061,0.80331328,2.56259109,4.13965947,2.8782706,,15198300000,17668200000,-2.62531456,5.55535076,,44.54160582,7869700000,2092400000,13.15103138,55896800000,7757900000,57664100
MINDAIND,212022,79871300000,51.56662212,5.9108,Producer Manufacturing,304.95001,1.0935547,5.91,6191700000,2020600000,Auto Parts: OEM,54651400000,7858500000,1549500000,2.83524301,0.74728894,3.38808126,8.80427742,6.19245156,,11136900000,54651400000,-13.32954346,0.99354194,,18.88936057,10323300000,2410000000,9.43837105,48388500000,17894600000,262216999.99999997
CREDITACC,123456,79750000000,23.92391304,23.1974,Finance,560.34998,1.572489,23.2,10359500000,3175800000,Finance/Rental/Leasing,17001000000,88220300000,3335500000,20.20866657,,3.34427068,13.08184685,3.94758566,,95396700000,17001000000,-27.03301352,13.14487229,,82.9358732,16706400000.000002,4730800000,6.03651611,125895900000,,144057000
SKFINDIA,31024,77595400000,26.84637787,58.4753,Producer Manufacturing,1582.65,0.60770303,58.4551,3494500000,0,Industrial Machinery,28415800000,-7936600000,2889900000,10.17356541,2.62582769,12.10346286,16.05079132,15.99174662,7821579.96146436,218100000,28415800000,-27.24953458,-17.51231335,3633,26.54438728,5953400000,1576000000,0.78968317,24731600000,18401200000,49438000
TTKPRESTIG,24330,77568400000,41.90075007,133.7482,Consumer Durables,5584.75,0.82603663,133.13,2634800000,1251200000,Home Furnishings,20729900000,-3399000000,1855700000,8.96671491,1.74111195,10.7463741,15.01041435,14.44012139,,486200000,20729900000,-2.24573222,-13.07443869,,31.07959479,6425200000,1197600000,10.7272395,18014700000,11881000000,13861400
HATHWAY,10628783,77176400000,74.01761687,0.5904,Consumer Services,48.049999,0.96555775,0.59,4407300000,922000000,Cable/Satellite TV,17983900000,-11676800000,1037300000,5.76793688,1.36914436,1.61823253,2.81009826,2.33535657,,19559200000,17983900000,138.4615335,121.42855662,,25.87369814,4653200000,1219800000,41.5316571,63714500000,34730000000,1770100000
TIMKEN,74409,77080400000,31.32813694,32.715,Producer Manufacturing,1049.55,0.6954295,32.72,3627900000,1813100000,Industrial Machinery,16177500000,-4076000000,2461000000,15.21310462,2.62925753,13.04862576,16.87179703,16.85833308,,222900000,16177500000,13.8340564,43.74443214,,34.46824293,5576100000,1396200000,8.21776787,19774800000,10425100000,75218700
METROPOLIS,123215,76491400000,59.60900474,25.3769,Health Services,1462.8,0.7115,25.36,2291166000,903479000,Medical/Nursing Services,8564054000,-1563703000,1273256000,14.86744479,2.19884104,19.51541308,27.03204607,25.77838669,,666670000,8564054000,0.77503358,47.02246196,,48.57011644,4159571000,973707000,-1.11873458,7522317000,3970594000,50681700
TATACHEM,2269740,76363100000,7.4767704,40.1109,Process Industries,306.29999,0.7891017,30.8601,21008400000,19997600000,Chemicals: Agricultural,103567500000,40218300000,7861800000,8.38462106,0.83766462,3.36841751,7.29460401,5.46587023,22139268.91834117,77023700000,103567500000,7.13349839,20.1862478,4678,48.55645961,40107700000,11243700000,-2.52983612,277522000000,78623200000,254756000
JSWENERGY,1684080,74829100000,6.80556355,6.7004,Utilities,47.150002,0.6881057,6.7,29568600000,6398200000,Electric Utilities,82727100000,73359400000,10999200000,13.29576402,0.85018874,4.31020615,9.3738415,5.36690986,,82807400000,82727100000,-32.01153084,-32.69093507,,28.56911459,23634400000,4399800000,-1.56576194,251118500000,45022000000,1642790000
DIXON,184353,74629500000,63.31848879,106.3251,Retail Trade,6831.25,0.9296792,105.54,2230500000,81700000,Electronics/Appliance Stores,44001200000,-173400000,1205000000,2.73856168,0.72374975,7.53662856,26.20853424,25.72827293,,828200000,44001200000,79.80285842,202.10060807,,8.7590793,3854300000,934900000,20.1151699,16972200000,12461800000,11570100
SUVENPHAR,764715,74510900000,,,Producer Manufacturing,626.5,1.5096936,24.91,,,Industrial Conglomerates,8337897000.000001,1414582000,3170017000,,1.08186294,32.41613546,44.17978372,41.52450168,,1862065000,8337897000.000001,,,,,4012668000,787844000,57.33299454,11728104000,3916467000,127282000
ALOKINDS,3712965,73655500000,,,Process Industries,30.299999,1.0999,15.1697,,0,Textiles,33522400000,237680100000,20761600000,,,,,,3351904.80951905,238149200000,33522400000,,,10001,,-4909800000,889399999.9999989,-16.18258002,178300100000,9907300000,2201959000
JMFINANCIL,2410786,73248600000,11.86820002,6.4795,Finance,82.050003,1.1440928,6.4812,13682800000,524400000,Investment Banks/Brokers,35129900000,104697600000,5449800000,16.06899602,,2.51254822,10.11990203,4.34100525,,117991600000,35129900000,-12.89808321,6.42024011,,56,33438699999.999996,4963200000,13.56401799,207455200000,,951899000
VGUARD,209824,72744700000,39.36342593,4.3751,Producer Manufacturing,169.8,0.46055365,4.38,2579927000,36640000,Electrical Products,25029425000,-1347824000,1871121000,7.47568512,1.42210258,13.14960866,19.74942649,,,127725000,25029425000,-20.13170648,-26.65226782,,24.09074919,6029776000,1328224000,-1.73611111,14548981000,10604521000,428288000
DEEPAKNTR,409104,72192800000,11.8149429,44.7992,Process Industries,523.59998,0.9898946,44.7969,10246200000,0,Chemicals: Major Diversified,41960000000,10754400000,6110300000,14.44614406,0.97507177,19.71041658,46.22895768,28.3787617,13779967.15927751,11068400000,41960000000,40.33770195,74.50424844,3045,28.67241489,10727900000,2980500000,5.08780331,32399100000,11563000000,136393000
BDL,1406540,71910300000,13.4139656,29.186,Electronic Technology,388.25,1.1069584,29.18,7275696000,,Aerospace & Defense,30951979000,-6525555000,5349008000,17.28163488,1.60610729,9.52887557,21.94295713,21.90830244,,109392000,30951979000,31.85599824,29.67602304,,29.88492594,9249976000,4565570000,45.54826617,56851738000,45739754000,183281000
SFL,10677,71415600000,36.7965368,39.7551,Process Industries,1524.6,0.59919757,39.83,3004100000,2370800000,Industrial Specialties,21736300000,272600000,1934300000,8.8993987,1.37768709,13.75280087,23.44950398,20.41672969,,2914800000,21736300000,20.37899724,15.67965401,,33.07692662,7189700000,1538600000,8.41214535,16513000000,7568700000,48782800
HUDCO,2974939,70967400000,4.16744807,8.5304,Finance,36.150002,1.3710926,8.53,23865900000,,Finance/Rental/Leasing,75524300000,608453300000,17082000000,22.56914625,,2.27623547,14.66453649,2.37045927,,612681400000,75524300000,0.27740084,-6.46830497,,35.84044372,26963600000,7102400000,39.30636072,761257600000,,2001900000
INDIANB,1457500,69512700000,3.34911302,18.378,Finance,61.599998,1.119077,14.1482,,0,Regional Banks,247260400000,188774400000,8613400000,3.48339441,,0.29171507,4.0549424,2.63161539,13292855.22283748,251533600000,247260400000,-38.9796949,-74.71264554,18601,,,,9.60853542,3101409600000,195956400000,1129370000
KEC,340929,69272500000,12.26957563,21.9975,Industrial Services,268.45001,1.1734377,21.9971,12343500000,2225600000,Engineering & Construction,118855200000,23327700000,5655200000,4.72638957,1.0313657,4.58776215,21.61530994,18.7339751,3271724.28980401,25189400000,118855200000,-11.12397984,-16.07003233,36328,19.18511504,20961300000,6807300000,10.33703658,129190300000,110211400000,257088370
LAURUSLABS,975356,68616800000,26.84662063,23.9032,Health Technology,652.04999,0.79328865,23.9278,5610100000,97390000,Pharmaceuticals: Major,27870080000,10776890000,2552730000,9.01475886,0.53584095,6.93383356,15.34007274,13.53343518,7197851.23966942,10794290000,27870080000,81.25086588,91.58218623,3872,31.294657,5198140000,2866490000,21.9925145,38945690000,18120550000,107130000
MCX,611077,68516300000,28.98647542,46.4044,Finance,1440.85,0.67512006,46.48,2835000000,,Investment Banks/Brokers,5031100000,,2365000000,47.01719511,,9.83618829,18.12219379,,,,5031100000,23.35516459,76.5639382,,92.22542491,4848100000,1292000000,13.09654631,27346200000,,50998369
PGHL,7920,68510700000,41.6410215,99.109,Health Technology,4143.5,0.5236079,95.64,2122000000,,Pharmaceuticals: Other,9265980000,,1587580000,17.81082936,,11.23503746,13.47171143,,,,9265980000,-5.11141571,1.05604112,,53.00289929,4853560000,1205290000,4.68671046,10666810000,8454040000.000001,16599400
PRESTIGE,780166,68006200000,15.80806715,10.7287,Finance,175.95,1.3928691,10.63,24745000000,5167000000,Real Estate Development,82433000000,76756000000,4031000000,4.8900319,,1.37883147,8.4094797,3.92804592,,86269000000,82433000000,-47.99763712,-34.80918617,,38.23953999,31522000000,8345000000,-16.33380884,297716000000,,400862000
GRANULES,6462565,67134200000,18.52982386,14.306,Health Technology,265.14999,0.8889009,13.19,5902867000,,Pharmaceuticals: Other,25986465000,5092707000,3353983000,13.2752755,,10.52669605,19.88608315,15.69665274,,7932134000,25986465000,115.3939805,178.81177243,,37.72420062,9217235000,3256570000,28.27769231,33014996000,17018405999.999998,254248000
FINEORG,16328,64980800000,39.54448033,53.7496,Process Industries,2091.2,0.73890394,53.75,2404727000,,Chemicals: Specialty,10380797000,-1189542000,1647816000,15.87369448,2.92769412,21.15980629,29.44822115,25.28468587,,914608000,10380797000,7.51394566,51.21845397,,30.98617572,3216612000,728925000,8.13102717,8520565000.000001,5242624000,30660000
NATIONALUM,8308088,64270600000,47.09501162,0.7315,Non-Energy Minerals,33.75,0.71574503,0.73,4892300000,,Aluminum,84718400000,-20232300000,1362300000,1.6080332,1.05179374,0.90443484,1.33092738,,,123100000,84718400000,-22.68041591,-27.96157643,,19.4301356,16460900000.000002,4067600000,10.1141925,145480500000,45578000000,1865620000
ASTERDM,702363,63762800000,23.16071331,5.4899,Health Services,127.05,1.0544173,5.51,12576100000,10687400000,Hospital/Nursing Management,87385000000,49229400000,2766100000,3.17995079,0.84219576,2.60013802,8.56874142,4.34417266,,51116600000,87385000000,-20.96423017,8.45070423,,22.02105625,19243100000,5234700000,6.05175292,124378400000,40956700000,499513000
CHAMBLFERT,538622,63737500000,5.19267188,29.4646,Process Industries,154.25,0.78778625,29.46,20109300000,0,Chemicals: Specialty,122059500000,92398800000,12261900000,9.94314607,0.9268323,8.04234948,38.21694629,16.1000769,,94074100000,122059500000,1.3136289,-2.74275519,,39.86516189,48737600000,9868400000,4.61173279,145326700000,73251900000,416177000
NLCINDIA,1177741,63716100000,4.40252765,10.4599,Energy Minerals,46.650002,0.3090855,10.48,34474900000,,Coal,103205400000,245353400000,14413700000,13.94885549,0.87136952,2.89132115,11.22799282,4.88612257,,249680200000,103205400000,-18.37270277,-27.6744155,,43.56226794,44958500000,14541900000,2.52747692,534881300000.0001,130865700000,1386640000
STRTECH,3694382,62897000000,14.61971831,10.7647,Electronic Technology,158.85001,1.0600228,10.76,10693300000,1217900000,Telecommunications Equipment,51544000000,18522800000,4339000000,8.57869005,0.83361737,6.17956487,24.3017466,15.68253315,,23298600000,51544000000,33.99410375,-2.18594841,,34.2780925,17668300000,3921500000,44.4091,72090000000,37682900000,403963000
APOLLOTYRE,7584173,62696700000,13.15046777,8.3267,Consumer Durables,109.75,1.3196715,8.33,19155130000,2134489999.9999995,Automotive Aftermarket,163269950000,58302860000,4763950000,2.91783638,0.3981079,2.18574148,4.77175588,3.25389829,,65798850000.00001,163269950000,-33.03843399,-41.31016043,,22.23977529,36310870000,7927830000,0.68807339,232499870000,54814780000,572050000
UJJIVANSFB,1296550,62475200000,,,Finance,36.150002,1.0719969,2.19,,0,Regional Banks,30258100000,27284000000,3499200000,,,2.17656304,13.97625211,4.97818594,,39532700000,30258100000,-32.86907457,,,,,,22.75042707,184112300000,13432900000,1728220000
KAJARIACER,73425,62080700000,24.32191899,16.0637,Producer Manufacturing,391.25,0.765948,16.06,4159000000,84500000,Building Products,28080100000,-799500000,2553300000,9.09291634,1.30584365,10.61259438,15.52549731,15.17337691,,1550200000,28080100000,-25.50457111,-29.60597211,,24.1295437,6775600000,1546200000,6.76763251,24386000000,11875800000,158957000
AEGISCHEM,486390,62006200000,63.44126813,2.954,Distribution Services,189.7,1.1223876,2.94,2765500000,12500000,Wholesale Distributors,71832500000,-551900000,995900000,1.3864198,1.12218734,3.72342236,6.53931022,6.32125455,,2155500000,71832500000,-1.9384854,-11.41722678,,4.90864163,3526000000.00001,1173400000,1.93443837,29207000000,8999100000,339667000
CHOLAHLDNG,40838,62002600000,11.27172784,29.3522,Finance,334.89999,1.1180393,29.35,42298400000,427200000,Finance/Rental/Leasing,131357299999.99998,478032900000,5508500000,4.21848352,,0.76605638,12.90926603,1.1549873,,551174700000,131357299999.99998,-32.97308182,-32.58856748,,52.30934882,58216000000,14849100000,10.12824038,758431900000,,187716000
