Ticker,Company name,Security Code,Group,Face Value,ISIN No,Industry, BSE Market Cap ,Categorization
LAKSHVILAS,LAKSHMI VILAS BANK LTD.,534690,A ,10,INE694C01018,Banks,"1,139.56",Small Cap
CUB,CITY UNION BANK LTD.,532210,A ,1,INE491A01021,Banks,"15,448.98",Mid Cap
DCBBANK,DCB BANK LIMITED,532772,A ,10,INE503A01015,Banks,"5,947.72",Small Cap
INDUSINDBK,INDUSIND BANK LTD.,532187,A ,10,INE095A01012,Banks,"96,685.92",Large Cap
CANBK,CANARA BANK,532483,A ,10,INE476A01014,Banks,"16,815.11",Mid Cap
J&KBANK,JAMMU & KASHMIR BANK LTD.,532209,A ,1,INE168A01041,Banks,"1,937.96",Small Cap
IDBI,IDBI BANK LTD.,500116,A ,10,INE008A01015,Banks,"27,058.18",Large Cap
KTKBANK,KARNATAKA BANK LTD.,532652,A ,10,INE614B01018,Banks,"2,249.44",Small Cap
IDFCFIRSTB,IDFC FIRST BANK LIMITED,539437,A ,10,INE092T01019,Banks,"20,255.83",Mid Cap
FEDERALBNK,FEDERAL BANK LTD.,500469,A ,2,INE171A01029,Banks,"17,627.97",Mid Cap
UNIONBANK,UNION BANK OF INDIA,532477,A ,10,INE692A01016,Banks,"11,463.74",Mid Cap
RBLBANK,RBL BANK LIMITED,540065,A ,10,INE976G01028,Banks,"16,524.62",Mid Cap
PANACEABIO,PANACEA BIOTEC LTD.,531349,B ,1,INE922B01023,Biotechnology,826.45,Small Cap
VIVOBIOT,VIVO BIO TECH LTD.,511509,X ,10,INE380K01017,Biotechnology,39.33,Small Cap
GENESIS,GENESIS IBRC INDIA LIMITED,514336,X ,10,INE194N01016,Biotechnology,10.16,Small Cap
ALPA,ALPA LABORATORIES LTD.,532878,B ,10,INE385I01010,Biotechnology,33.6,Small Cap
BIOCON,BIOCON LTD.,532523,A ,5,INE376G01013,Biotechnology,"30,001.95",Large Cap
SHREEGANES,SHREE GANESH BIOTECH (INDIA) L,539470,X ,10,INE051N01018,Biotechnology,238.59,Small Cap
EDL,EMPEE DISTILLERIES LTD.,532920,Z ,10,INE180G01019,Breweries & Distilleries,9.9,Small Cap
SILVOAK,SILVER OAK (INDIA) LTD.,531635,XT,10,INE870J01019,Breweries & Distilleries,3.8,Small Cap
PIONDIST,PIONEER DISTILLERIES LTD.,531879,B ,10,INE889E01010,Breweries & Distilleries,167.5,Small Cap
TI,TILAKNAGAR INDUSTRIES LTD.,507205,B ,10,INE133E01013,Breweries & Distilleries,170.55,Small Cap
JAGAJITIND,JAGATJIT INDUSTRIES LTD.,507155,XT,10,INE574A01016,Breweries & Distilleries,126.3,Small Cap
GMBREW,G.M.BREWERIES LTD.,507488,B ,10,INE075D01018,Breweries & Distilleries,729.14,Small Cap
ASALCBR,ASSOCIATED ALCOHOLS & BREWERIE,507526,B ,10,INE073G01016,Breweries & Distilleries,332.53,Small Cap
GLOBUSSPR,GLOBUS SPIRITS LTD.,533104,B ,10,INE615I01010,Breweries & Distilleries,357.93,Small Cap
IFBAGRO,IFB AGRO INDUSTRIES LTD.,507438,B ,10,INE076C01018,Breweries & Distilleries,347.98,Small Cap
RADICO,RADICO KHAITAN LTD.,532497,A ,2,INE944F01028,Breweries & Distilleries,"4,089.36",Small Cap
MOUNTSHIQ,MOUNT SHIVALIK INDUSTRIES LTD.,507522,Z ,10,INE410C01019,Breweries & Distilleries,2.45,Small Cap
KHODAY,KHODAY INDIA LTD.,507435,XT,10,INE687B01014,Breweries & Distilleries,94.97,Small Cap
RKDL,RAVI KUMAR DISTILLERIES LTD.,533294,B ,10,INE722J01012,Breweries & Distilleries,15.99,Small Cap
UNITDSPR,UNITED SPIRITS LTD.,532432,B ,2,INE854D01024,Breweries & Distilleries,"43,981.40",Large Cap
SDBL,SOM DISTILLERIES & BREWERIES L,507514,B ,10,INE480C01012,Breweries & Distilleries,370.86,Small Cap
WINSOMBR,WINSOME BREWERIES LTD.,526471,XT,10,INE391C01011,Breweries & Distilleries,8.89,Small Cap
UBL,UNITED BREWERIES LTD.,532478,A ,1,INE686F01025,Breweries & Distilleries,"34,505.24",Large Cap
DEN,DEN NETWORKS LTD,533137,B ,10,INE947J01015,Broadcasting & Cable TV,"2,646.75",Small Cap
TV18BRDCST,TV18 BROADCAST LTD.,532800,A ,2,INE886H01027,Broadcasting & Cable TV,"3,825.60",Small Cap
RAJTV,RAJ TELEVISION NETWORK LTD.,532826,B ,5,INE952H01027,Broadcasting & Cable TV,214.67,Small Cap
OCTAVE,PERFECT-OCTAVE MEDIA PROJECTS,521062,X ,10,INE814L01013,Broadcasting & Cable TV,8.42,Small Cap
RADIOCITY,MUSIC BROADCAST LIMITED,540366,B ,2,INE919I01024,Broadcasting & Cable TV,"1,035.88",Small Cap
SADHNA,SADHNA BROADCAST LTD,540821,X ,10,INE994R01010,Broadcasting & Cable TV,12.28,Small Cap
ENIL,ENTERTAINMENT NETWORK (INDIA),532700,B ,10,INE265F01028,Broadcasting & Cable TV,"1,513.07",Small Cap
TVVISION,TV VISION LIMITED,540083,B ,10,INE871L01013,Broadcasting & Cable TV,5.89,Small Cap
COLORCHIPS,COLORCHIPS NEW MEDIA LIMITED,540023,X ,10,INE621I01026,Broadcasting & Cable TV,45.8,Small Cap
TVTODAY,TV TODAY NETWORK LTD.,532515,A ,5,INE038F01029,Broadcasting & Cable TV,"1,720.95",Small Cap
ZEEL,ZEE ENTERTAINMENT ENTERPRISES,505537,A ,1,INE256A01028,Broadcasting & Cable TV,"29,922.73",Large Cap
UFO,UFO MOVIEZ INDIA LIMITED,539141,B ,10,INE527H01019,Broadcasting & Cable TV,414.09,Small Cap
SUNTV,SUN TV NETWORK LTD.,532733,A ,5,INE424H01027,Broadcasting & Cable TV,"18,563.07",Mid Cap
NDTV,NEW DELHI TELEVISION LTD.,532529,T ,4,INE155G01029,Broadcasting & Cable TV,202.97,Small Cap
BAGFILMS,B.A.G.FILMS & MEDIA LTD.,532507,T ,2,INE116D01028,Broadcasting & Cable TV,45.84,Small Cap
SEATV,SEA TV NETWORK LTD.,533268,X ,10,INE351L01016,Broadcasting & Cable TV,4.37,Small Cap
DISHTV,DISH TV INDIA LTD.,532839,A ,1,INE836F01026,Broadcasting & Cable TV,"3,682.60",Small Cap
ZEEMEDIA,ZEE MEDIA CORPORATION LIMITED,532794,T ,1,INE966H01019,Broadcasting & Cable TV,424.13,Small Cap
BALAJITELE,BALAJI TELEFILMS LTD.,532382,B ,2,INE794B01026,Broadcasting & Cable TV,543.92,Small Cap
HATHWAYB,HATHWAY BHAWANI CABLETEL & DAT,509073,XT,10,INE525B01016,Broadcasting & Cable TV,3.25,Small Cap
SAHARA,SAHARA ONE MEDIA & ENTERTAINME,503691,X ,10,INE479B01016,Broadcasting & Cable TV,35.24,Small Cap
HATHWAY,HATHWAY CABLE & DATACOM LTD,533162,A ,2,INE982F01036,Broadcasting & Cable TV,"3,956.26",Small Cap
JAINSTUDIO,JAIN STUDIOS LTD.,532033,T ,10,INE486B01011,Broadcasting & Cable TV,6.29,Small Cap
NXTDIGITAL,NXTDIGITAL LIMITED,500189,B ,10,INE353A01023,Broadcasting & Cable TV,702.25,Small Cap
SITINET,SITI NETWORKS LTD.,532795,T ,1,INE965H01011,Broadcasting & Cable TV,179.3,Small Cap
ORTEL,ORTEL COMMUNICATIONS LIMITED,539015,Z ,10,INE849L01019,Broadcasting & Cable TV,3.68,Small Cap
PHILIPCARB,PHILLIPS CARBON BLACK LTD.,506590,A ,2,INE602A01023,Carbon Black,"2,040.71",Small Cap
MARUTI,MARUTI SUZUKI INDIA LTD.,532500,A ,5,INE585B01010,Cars & Utility Vehicles,"2,00,562.70",Large Cap
M&M,MAHINDRA & MAHINDRA LTD.,500520,A ,5,INE101A01026,Cars & Utility Vehicles,"69,489.46",Large Cap
HINDMOTORS,HINDUSTAN MOTORS LTD.,500500,B ,5,INE253A01025,Cars & Utility Vehicles,122.31,Small Cap
FORCEMOT,FORCE MOTORS LTD.,500033,A ,10,INE451A01017,Cars & Utility Vehicles,"1,471.06",Small Cap
KEERTHI,KEERTHI INDUSTRIES LTD.,518011,XT,10,INE145L01012,Cement & Cement Products,43.64,Small Cap
AINFRA,A INFRASTRUCTURE LIMITED,539620,X ,5,INE534E01020,Cement & Cement Products,86.03,Small Cap
SAHYADRI,SAHYADRI INDUSTRIES LTD.,532841,X ,10,INE280H01015,Cement & Cement Products,131.76,Small Cap
ULTRACEMCO,ULTRATECH CEMENT LTD.,532538,A ,10,INE481G01011,Cement & Cement Products,"1,17,483.75",Large Cap
SAGCEM,SAGAR CEMENTS LTD.,502090,B ,10,INE229C01013,Cement & Cement Products,"1,217.37",Small Cap
SAINIK,SAINIK FINANCE & INDUSTRIES LT,530265,X ,10,INE584B01013,Cement & Cement Products,16.5,Small Cap
HIL,HIL LTD.,509675,B ,10,INE557A01011,Cement & Cement Products,923.52,Small Cap
DECCANCE,DECCAN CEMENTS LTD.,502137,B ,5,INE583C01021,Cement & Cement Products,480.17,Small Cap
VARDHMAN,VARDHMAN CONCRETE LIMITED,531444,X ,10,INE115C01014,Cement & Cement Products,4.12,Small Cap
BURNPUR,BURNPUR CEMENT LTD.,532931,T ,10,INE817H01014,Cement & Cement Products,12.08,Small Cap
UDAICEMENT,UDAIPUR CEMENT WORKS LTD.,530131,X ,4,INE225C01029,Cement & Cement Products,391.82,Small Cap
GRASIM,GRASIM INDUSTRIES LTD.,500300,A ,2,INE047A01021,Cement & Cement Products,"50,531.34",Large Cap
APCL,ANJANI PORTLAND CEMENT LTD.,518091,B ,10,INE071F01012,Cement & Cement Products,375.51,Small Cap
BVCL,BARAK VALLEY CEMENTS LTD.,532916,T ,10,INE139I01011,Cement & Cement Products,29.88,Small Cap
ANDHRACEMT,ANDHRA CEMENTS LTD.,532141,T ,10,INE666E01012,Cement & Cement Products,80.18,Small Cap
SKCIL,SHRI KESHAV CEMENTS AND INFRA ,530977,X ,10,INE260E01014,Cement & Cement Products,38.74,Small Cap
EVERESTIND,EVEREST INDUSTRIES LTD.,508906,B ,10,INE295A01018,Cement & Cement Products,484.59,Small Cap
AMBUJACEM,AMBUJA CEMENTS LTD.,500425,A ,2,INE079A01024,Cement & Cement Products,"40,244.83",Large Cap
VISAKAIND,VISAKA INDUSTRIES LTD.,509055,B ,10,INE392A01013,Cement & Cement Products,447.88,Small Cap
CENTURYTEX,CENTURY TEXTILES & INDUSTRIES,500040,A ,10,INE055A01016,Cement & Cement Products,"4,744.10",Small Cap
SHREDIGCEM,SHREE DIGVIJAY CEMENT CO.LTD.,502180,B ,10,INE232A01011,Cement & Cement Products,263.98,Small Cap
SHREECEM,SHREE CEMENT LTD.,500387,A ,10,INE070A01015,Cement & Cement Products,"69,745.04",Large Cap
NCLIND,NCL INDUSTRIES LTD.,502168,B ,10,INE732C01016,Cement & Cement Products,458.68,Small Cap
SHIVACEM,SHIVA CEMENT LTD.,532323,X ,2,INE555C01029,Cement & Cement Products,220.21,Small Cap
JKCEMENT,J.K.CEMENT LTD.,532644,A ,10,INE823G01014,Cement & Cement Products,"8,240.92",Mid Cap
INDIANHUME,INDIAN HUME PIPE CO.LTD.,504741,B ,2,INE323C01030,Cement & Cement Products,"1,228.05",Small Cap
INDIACEM,INDIA CEMENTS LTD.,530005,A ,10,INE383A01012,Cement & Cement Products,"2,556.41",Small Cap
STARCEMENT,STAR CEMENT LIMITED,540575,A ,1,INE460H01021,Cement & Cement Products,"4,071.11",Small Cap
KAKATCEM,KAKATIYA CEMENT SUGAR & INDUST,500234,B ,10,INE437B01014,Cement & Cement Products,125.1,Small Cap
PRSMJOHNSN,PRISM JOHNSON LIMITED.,500338,A ,10,INE010A01011,Cement & Cement Products,"3,985.01",Small Cap
SCANPRO,SCAN PROJECTS LTD.,531797,XT,10,INE393D01015,Cement & Cement Products,1.02,Small Cap
KCP,K.C.P.LTD.,590066,B ,1,INE805C01028,Cement & Cement Products,889.55,Small Cap
ORIENTCEM,ORIENT CEMENT LTD,535754,A ,1,INE876N01018,Cement & Cement Products,"1,753.39",Small Cap
HEIDELBERG,HEIDELBERGCEMENT INDIA LTD.,500292,A ,10,INE578A01017,Cement & Cement Products,"4,288.66",Small Cap
SANGHIIND,SANGHI INDUSTRIES LTD.,526521,B ,10,INE999B01013,Cement & Cement Products,"1,228.79",Small Cap
RAMCOCEM,THE RAMCO CEMENTS LIMITED,500260,A ,1,INE331A01037,Cement & Cement Products,"17,824.61",Mid Cap
BIRLACORPN,BIRLA CORPORATION LTD.,500335,A ,10,INE340A01012,Cement & Cement Products,"4,555.97",Small Cap
SAURASHCEM,SAURASHTRA CEMENT LTD.,502175,X ,10,INE626A01014,Cement & Cement Products,267.37,Small Cap
MANGLMCEM,MANGALAM CEMENT LTD.,502157,B ,10,INE347A01017,Cement & Cement Products,717.04,Small Cap
GSCLCEMENT,GUJARAT SIDHEE CEMENT LTD.,518029,B ,10,INE542A01039,Cement & Cement Products,158.71,Small Cap
JKLAKSHMI,JK LAKSHMI CEMENT LTD.,500380,A ,5,INE786A01032,Cement & Cement Products,"3,612.75",Small Cap
BIGBLOC,BIGBLOC CONSTRUCTION LIMITED,540061,B ,10,INE412U01017,Cement & Cement Products,41.77,Small Cap
ACC,ACC LTD.,500410,A ,10,INE012A01025,Cement & Cement Products,"28,532.24",Large Cap
GODFRYPHLP,GODFREY PHILLIPS INDIA LTD.,500163,A ,2,INE260B01028,Cigarettes-Tobacco Products,"5,315.90",Small Cap
ITC,ITC LTD.,500875,A ,1,INE154A01025,Cigarettes-Tobacco Products,"3,10,044.94",Large Cap
NTCIND,NTC INDUSTRIES LTD.,526723,X ,10,INE920C01017,Cigarettes-Tobacco Products,38.31,Small Cap
GOLDENTOBC,GOLDEN TOBACCO LTD.,500151,B ,10,INE973A01010,Cigarettes-Tobacco Products,52.25,Small Cap
SINNAR,SINNAR BIDI UDYOG LTD.,509887,XT,5,INE896E01023,Cigarettes-Tobacco Products,15.73,Small Cap
VSTIND,VST INDUSTRIES LTD.,509966,A ,10,INE710A01016,Cigarettes-Tobacco Products,"5,788.54",Small Cap
RAGHUNAT,RAGHUNATH INTERNATIONAL LTD.,526813,XT,10,INE753B01014,Cigarettes-Tobacco Products,1.56,Small Cap
COALINDIA,COAL INDIA LTD.,533278,A ,10,INE522F01014,Coal,"1,26,573.62",Large Cap
KCL,KABRA COMMERCIAL LIMITED,539393,XT,10,INE926E01010,Coal,4.6,Small Cap
FFPL,FOUNDRY FUEL PRODUCTS LTD.,513579,Z ,10,INE617C01027,Coal,2.27,Small Cap
GMDCLTD,GUJARAT MINERAL DEVELOPMENT CO,532181,A ,2,INE131A01031,Coal,"2,019.11",Small Cap
AUROCOK,AUROMA COKE LTD.,531336,XT,10,INE662I01012,Coal,6.81,Small Cap
REPRO,REPRO INDIA LTD.,532687,B ,10,INE461B01014,Comm.Printing/Stationery,695.84,Small Cap
KIRANPR,KIRAN PRINT-PACK LTD.,531413,X ,10,INE516D01011,Comm.Printing/Stationery,1.92,Small Cap
MPSLTD,MPS LTD.,532440,B ,10,INE943D01017,Comm.Printing/Stationery,832.5,Small Cap
INLANPR,INLAND PRINTERS LTD.,530787,P ,2,INE055O01025,Comm.Printing/Stationery,5.18,Small Cap
GGPL,GALA GLOBAL PRODUCTS LIMITED,539228,B ,5,INE480S01026,Comm.Printing/Stationery,415.46,Small Cap
UNICK,UNICK FIX-A- FORM AND PRINTERS,541503,XT,10,INE250G01010,Comm.Printing/Stationery,12.61,Small Cap
SUNDARAM,SUNDARAM MULTI PAP LTD.,533166,B ,1,INE108E01023,Comm.Printing/Stationery,38.53,Small Cap
PQIF,POLO QUEEN INDUSTRIAL AND FINT,540717,X ,10,INE689M01017,Comm.Trading  & Distribution,186.15,Small Cap
SIPTL,SHARANAM INFRAPROJECT AND TRAD,539584,XT,1,INE104S01022,Comm.Trading  & Distribution,5.01,Small Cap
GLCL,GLOBE COMMERCIALS LIMITED,540266,XT,10,INE804Q01013,Comm.Trading  & Distribution,2.18,Small Cap
KUSHAL,KUSHAL LIMITED,536170,T ,2,INE647N01021,Comm.Trading  & Distribution,246.38,Small Cap
GLEAM,GLEAM FABMAT LIMITED,542477,MT,10,INE03CM01014,Comm.Trading  & Distribution,3.58,Small Cap
SHASHANK,SHASHANK TRADERS LIMITED,540221,X ,10,INE508R01018,Comm.Trading  & Distribution,5.1,Small Cap
KUSUMEL,KUSAM ELECTRICAL INDUSTRIES LT,511048,XT,10,INE175Q01018,Comm.Trading  & Distribution,0.12,Small Cap
GINISILK,GINI SILK MILLS LTD.,531744,XT,10,INE548B01018,Comm.Trading  & Distribution,22.55,Small Cap
REMISIN,REMI SALES & ENGINEERING LTD.,504360,XT,10,INE130I01010,Comm.Trading  & Distribution,0.84,Small Cap
TAVERNIER,TAVERNIER RESOURCES LIMI,531190,X ,10,INE355H01015,Comm.Trading  & Distribution,4.47,Small Cap
CHAMAK,CHAMAK HOLDINGS LIMITED,539600,X ,10,INE049R01013,Comm.Trading  & Distribution,4.06,Small Cap
DANUBE,DANUBE INDUSTRIES LIMITED,540361,XT,10,INE575D01033,Comm.Trading  & Distribution,4.09,Small Cap
CCLINTER,CCL INTERNATIONAL LTD.,531900,X ,10,INE778E01031,Comm.Trading  & Distribution,16.11,Small Cap
SRIOMTR,SHREE OM TRADES LTD.,506180,XT,10,INE668L01013,Comm.Trading  & Distribution,59.21,Small Cap
GANONPRO,GANON PRODUCTS LIMITED,512443,XT,10,INE162L01017,Comm.Trading  & Distribution,10.65,Small Cap
SHGANEL,SHREE GANESH ELASTOPLAST LTD.,530797,XT,10,INE400N01017,Comm.Trading  & Distribution,8.31,Small Cap
GARODCH,GARODIA CHEMICALS LTD.,530161,P ,10,INE236P01010,Comm.Trading  & Distribution,3.76,Small Cap
GARWSYN,GARWARE SYNTHETICS LTD.,514400,X ,10,INE340D01016,Comm.Trading  & Distribution,1.71,Small Cap
KOTHARIPRO,KOTHARI PRODUCTS LTD.,530299,B ,10,INE823A01017,Comm.Trading  & Distribution,185.92,Small Cap
GMLM,GAURAV MERCANTILE LIMITED,539515,X ,10,INE641R01017,Comm.Trading  & Distribution,27.59,Small Cap
GEL,GAUTAM EXIM LIMITED,540613,M ,10,INE721X01015,Comm.Trading  & Distribution,13.97,Small Cap
GGL,GAUTAM GEMS LIMITED,540936,M ,10,INE063Z01017,Comm.Trading  & Distribution,57.11,Small Cap
TANVI,TANVI FOODS (INDIA) LIMITED,540332,M ,10,INE978V01015,Comm.Trading  & Distribution,20.06,Small Cap
SHVSUIT,SHIVA SUITINGS LTD.,521003,P ,10,INE02Z901011,Comm.Trading  & Distribution,1.8,Small Cap
CHDCHEM,CHD CHEMICALS LIMITED,539800,T ,10,INE043U01010,Comm.Trading  & Distribution,34.55,Small Cap
CHANDRIMA,CHANDRIMA MERCANTILES LIMITED,540829,XT,10,INE371F01016,Comm.Trading  & Distribution,4.18,Small Cap
CHANDRAP,CHANDRA PRABHU INTERNATIONAL L,530309,X ,10,INE368D01017,Comm.Trading  & Distribution,8.82,Small Cap
REMIELEK,REMI ELEKTROTECHNIK LIMITED,512487,XT,10,INE512H01011,Comm.Trading  & Distribution,5.34,Small Cap
CHMBBRW,CHAMBAL BREWERIES & DISTILLERI,512301,X ,10,INE417N01011,Comm.Trading  & Distribution,1.76,Small Cap
CHANDNIMACH,CHANDNI MACHINES LIMITED,542627,X ,10,INE01GZ01011,Comm.Trading  & Distribution,1.45,Small Cap
TEATIME,TEA TIME LTD.,512011,P ,10,INE237U01018,Comm.Trading  & Distribution,0.58,Small Cap
LAHOTIOV,LAHOTI OVERSEAS LTD.,531842,X ,2,INE515C01023,Comm.Trading  & Distribution,35.42,Small Cap
SARTHAKGL,SARTHAK GLOBAL LTD.,530993,XT,10,INE075H01019,Comm.Trading  & Distribution,1.57,Small Cap
IGCIL,IGC INDUSTRIES LIMITED,539449,X ,10,INE099S01016,Comm.Trading  & Distribution,14.82,Small Cap
YSL,THE YAMUNA SYNDICATE LTD,540980,XT,100,INE868X01014,Comm.Trading  & Distribution,280.2,Small Cap
IFL,IFL ENTERPRISES LIMITED,540377,M ,10,INE714U01016,Comm.Trading  & Distribution,3.22,Small Cap
SIIL,SABRIMALA INDUSTRIES INDIA LIM,540132,XT,10,INE400R01018,Comm.Trading  & Distribution,5.49,Small Cap
PHCAP,PH CAPITAL LTD.,500143,X ,10,INE160F01013,Comm.Trading  & Distribution,3.52,Small Cap
HEMANG,HEMANG RESOURCES LIMITED,531178,X ,10,INE930A01010,Comm.Trading  & Distribution,8.13,Small Cap
SALORAINTL,SALORA INTERNATIONAL LTD.,500370,X ,10,INE924A01013,Comm.Trading  & Distribution,9.07,Small Cap
SAKUMA,SAKUMA EXPORTS LTD.,532713,T ,1,INE190H01024,Comm.Trading  & Distribution,202.19,Small Cap
HCLTD,HIND COMMERCE LIMITED,538652,X ,10,INE691J01019,Comm.Trading  & Distribution,0.95,Small Cap
HINDAPL,HINDUSTAN APPLIANCES LTD.,531918,XT,10,INE02XD01011,Comm.Trading  & Distribution,2.11,Small Cap
HKG,HKG LIMITED,539097,M ,10,INE904R01019,Comm.Trading  & Distribution,10.15,Small Cap
SAIBABA,SAI BABA INVESTMENT AND COMMER,538557,X ,10,INE706P01038,Comm.Trading  & Distribution,3.57,Small Cap
HEXATRADEX,HEXA TRADEX LTD.,534328,T ,2,INE750M01017,Comm.Trading  & Distribution,61.75,Small Cap
CATVISION,CATVISION  LIMITED,531158,X ,10,INE660B01011,Comm.Trading  & Distribution,4.38,Small Cap
SATINDLTD,SAT INDUSTRIES LTD.,511076,X ,2,INE065D01027,Comm.Trading  & Distribution,299.38,Small Cap
BOMBCYC,BOMBAY CYCLE & MOTOR AGENCY LT,501430,X ,10,INE691K01017,Comm.Trading  & Distribution,40.41,Small Cap
SRD,SHANKAR LAL RAMPAL DYE-CHEM LI,542232,M ,10,INE01NE01012,Comm.Trading  & Distribution,26.25,Small Cap
ZGOLDINV,GOLD ROCK INVESTMENTS LTD.,501111,XT,10,INE598F01014,Comm.Trading  & Distribution,0.68,Small Cap
SHAILJA,SHAILJA COMMERCIAL TRADE FRENZ,539520,Z ,10,INE195R01014,Comm.Trading  & Distribution,2.66,Small Cap
RICHIRICH,RICHIRICH INVENTURES LIMITED,519230,X ,5,INE102C01020,Comm.Trading  & Distribution,1.34,Small Cap
SEASONF,SEASONS FURNISHINGS LTD.,521182,XT,10,INE454D01015,Comm.Trading  & Distribution,1.34,Small Cap
ROCKONENT,ROCKON ENTERPRISES LIMITED,531447,X ,10,INE644B01049,Comm.Trading  & Distribution,1.98,Small Cap
PHTRADING,PH TRADING LTD.,512026,ZP,10,INE603D01017,Comm.Trading  & Distribution,0.13,Small Cap
RONI,RONI HOUSEHOLDS LIMITED,542145,M ,10,INE02AP01013,Comm.Trading  & Distribution,13.01,Small Cap
IBULISL,INDIABULLS INTEGRATED SERVICES,533520,T ,2,INE126M01010,Comm.Trading  & Distribution,821.92,Small Cap
IMPAL,INDIA MOTOR PARTS & ACCESSORIE,590065,B ,10,INE547E01014,Comm.Trading  & Distribution,738.6,Small Cap
SBECSYS,SBEC SYSTEMS (INDIA) LTD.,517360,P ,10,INE689V01018,Comm.Trading  & Distribution,2.3,Small Cap
GMETCOAL,GUJARAT METALLIC COAL & COKE L,531881,XT,100,INE146F01020,Comm.Trading  & Distribution,2.15,Small Cap
INDAGIV,IND-AGIV COMMERCE LTD.,517077,XT,10,INE115E01010,Comm.Trading  & Distribution,4.12,Small Cap
RRMETAL,RR METALMAKERS INDIA LIMITED,531667,XT,10,INE117K01013,Comm.Trading  & Distribution,17.88,Small Cap
RGIL,ROTOGRAPHICS (INDIA) LIMITED,539922,X ,10,INE364S01014,Comm.Trading  & Distribution,4.61,Small Cap
TAIIND,TAI INDUSTRIES LTD.,519483,XT,10,INE358D01018,Comm.Trading  & Distribution,7.97,Small Cap
PRECISION,PRECISION CONTAINEURS LTD.,523874,X ,10,INE191C01015,Comm.Trading  & Distribution,0.45,Small Cap
CISTRO,CISTRO TELELINK LTD.,531775,XT,1,INE365C01023,Comm.Trading  & Distribution,1.16,Small Cap
ZKHATAUE,KHATAU EXIM LTD.,506178,XT,10,INE092P01017,Comm.Trading  & Distribution,0.35,Small Cap
KANELIND,KANEL INDUSTRIES LIMITED,500236,X ,10,INE252C01015,Comm.Trading  & Distribution,1.44,Small Cap
STARLITE,STARLITE COMPONENTS LTD.,517548,XT,10,INE035C01022,Comm.Trading  & Distribution,15.34,Small Cap
DHOOTIN,DHOOT INDUSTRIAL FINANCE LTD.,526971,XT,10,INE313G01016,Comm.Trading  & Distribution,12.76,Small Cap
STARLINE,STARLINE PRECIOUS STONE LIMITE,540492,M ,10,INE594W01026,Comm.Trading  & Distribution,49.23,Small Cap
DWL,DHRUV WELLNESS LIMITED,540695,MT,10,INE109Y01011,Comm.Trading  & Distribution,87.84,Small Cap
CRAVATEX,CRAVATEX LTD.,509472,X ,10,INE145E01017,Comm.Trading  & Distribution,95.42,Small Cap
KIDUJA,KIDUJA INDIA LTD.,507946,X ,10,INE845A01010,Comm.Trading  & Distribution,5.21,Small Cap
DGL,DIKSHA GREENS LIMITED,542155,M ,10,INE01GR01018,Comm.Trading  & Distribution,19.19,Small Cap
SRUSTEELS,SRU STEELS LIMITED,540914,XT,10,INE425C01017,Comm.Trading  & Distribution,5.91,Small Cap
PRIYALT,PRIYA LTD.,524580,X ,10,INE686C01014,Comm.Trading  & Distribution,5.99,Small Cap
KACL,KAISER CORPORATION LIMITED,531780,X ,1,INE229G01022,Comm.Trading  & Distribution,8.88,Small Cap
DML,DIGGI MULTITRADE LIMITED,540811,M ,10,INE158R01012,Comm.Trading  & Distribution,10.55,Small Cap
SVAINDIA,SVA INDIA LTD.,531885,P ,10,INE763K01014,Comm.Trading  & Distribution,2.56,Small Cap
STARTECK,STARTECK FINANCE LIMITED,512381,XT,10,INE992I01013,Comm.Trading  & Distribution,25.93,Small Cap
STCINDIA,STATE TRADING CORPORATION OF I,512531,B ,10,INE655A01013,Comm.Trading  & Distribution,454.9,Small Cap
SUNTECHNO,SUN TECHNO OVERSEAS LTD.,531752,X ,1,INE703D01023,Comm.Trading  & Distribution,14.43,Small Cap
SUNRETAIL,SUN RETAIL LIMITED,542025,M ,10,INE206Z01012,Comm.Trading  & Distribution,24.58,Small Cap
SUMERUIND,SUMERU INDUSTRIES LTD.,530445,XT,1,INE764B01029,Comm.Trading  & Distribution,9.14,Small Cap
KCDGROUP,KCD INDUSTRIES INDIA LIMITED,540696,XT,5,INE185U01027,Comm.Trading  & Distribution,4.28,Small Cap
QUASAR,QUASAR INDIA LTD,538452,XT,10,INE855P01033,Comm.Trading  & Distribution,106.85,Small Cap
RTEXPO,R.T.EXPORTS LTD.,512565,X ,10,INE581D01015,Comm.Trading  & Distribution,1.8,Small Cap
DHANCOT,DHANLAXMI COTEX LTD.,512485,X ,10,INE977F01010,Comm.Trading  & Distribution,9.23,Small Cap
DEVHARI,DEVHARI EXPORTS (INDIA) LIMITE,539197,X ,1,INE553P01018,Comm.Trading  & Distribution,23.99,Small Cap
SUNILTX,SUNIL INDUSTRIES LTD.,521232,P ,10,INE124M01015,Comm.Trading  & Distribution,9.22,Small Cap
PUNCTRD,PUNCTUAL TRADING LTD.,512461,P ,10,INE07NX01019,Comm.Trading  & Distribution,51.25,Small Cap
PULSRIN,PULSAR INTERNATIONAL LTD.,512591,P ,10,INE183U01014,Comm.Trading  & Distribution,0.32,Small Cap
RADHEY,RADHEY TRADE HOLDING LIMITED,539814,X ,10,INE204S01012,Comm.Trading  & Distribution,6.61,Small Cap
KANSAFB,KANSAL FIBRES LTD.,531205,P ,10,INE179O01015,Comm.Trading  & Distribution,3.15,Small Cap
